[29036:55964:0220/135210.591:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[29036:44108:0220/135210.644:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[29036:55964:0220/135210.668:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[29036:55964:0220/135213.481:WARNING:external_registry_loader_win.cc(232)] Error observing HKLM: 5
[16700:39732:0220/135214.868:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-C01D6358C080560ED94248634D179D05 will be ignored
[29036:55964:0220/154248.034:ERROR:device_event_log_impl.cc(196)] [15:42:48.027] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
752  ... 

Histogram: Net.QuicSession.VerifyProofTime.google recorded 3 samples, mean = 129.0 (flags = 0x41)
0    ... 
29   --O                                                                       (2 = 66.7%) {0.0%}
34   ... 
318  -O                                                                        (1 = 33.3%) {66.7%}
378  ... 

Histogram: Net.QuicSession.ZeroRttReason recorded 110 samples, mean = 2.2 (flags = 0x41)
0  ... 
2  ------------------------------------------------------------------------O (102 = 92.7%) {0.0%}
3  ... 
5  ------O                                                                   (8 = 7.3%) {92.7%}
6  ... 

Histogram: Net.QuicSession.ZeroRttReasonGoogle recorded 107 samples, mean = 2.1 (flags = 0x41)
0  ... 
2  ------------------------------------------------------------------------O (102 = 95.3%) {0.0%}
3  ... 
5  ----O                                                                     (5 = 4.7%) {95.3%}
6  ... 

Histogram: Net.QuicSession.ZeroRttReasonNonGoogle recorded 3 samples, mean = 5.0 (flags = 0x41)
0  ... 
5  ---O                                                                      (3 = 100.0%) {0.0%}
6  ... 

Histogram: Net.QuicSession.ZeroRttState recorded 110 samples, mean = 0.1 (flags = 0x41)
0  ------------------------------------------------------------------------O (102 = 92.7%)
1  O                                                                         (0 = 0.0%) {92.7%}
2  ------O                                                                   (8 = 7.3%) {92.7%}
3  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.RestrictedCookieManager.SiteForCookiesOK recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.RestrictedCookieManager.TopFrameOriginOK recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.SSLHandshakeDetails recorded 19 samples, mean = 6.6 (flags = 0x41)
0  ... 
6  --------O                                                                 (8 = 42.1%) {0.0%}
7  -----------O                                                              (11 = 57.9%) {42.1%}
8  ... 

Histogram: Net.SSLNegotiatedAlpnProtocol recorded 19 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -------------------O                                                      (19 = 100.0%) {0.0%}
3  ... 

Histogram: Net.SSLRenegotiationInfoSupported recorded 19 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -------------------O                                                      (19 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.SSLSignatureAlgorithm recorded 19 samples (flags = 0x41)
1027  -----------------O                                                        (17 = 89.5%)
2052  --O                                                                       (2 = 10.5%)

Histogram: Net.SSLVersion recorded 19 samples, mean = 6.0 (flags = 0x41)
0  ... 
6  -------------------O                                                      (19 = 100.0%) {0.0%}
7  ... 

Histogram: Net.SSL_CipherSuite recorded 19 samples (flags = 0x41)
4865  -----O                                                                    (5 = 26.3%)
4866  --------------O                                                           (14 = 73.7%)

Histogram: Net.SSL_Connection_Error recorded 19 samples (flags = 0x41)
0  -------------------O                                                      (19 = 100.0%)

Histogram: Net.SSL_Connection_Latency_2 recorded 19 samples, mean = 101.3 (flags = 0x41)
0    ... 
5    ----O                                                                     (4 = 21.1%) {0.0%}
6    ---O                                                                      (3 = 15.8%) {21.1%}
7    --O                                                                       (2 = 10.5%) {36.8%}
8    -O                                                                        (1 = 5.3%) {47.4%}
9    ... 
13   -O                                                                        (1 = 5.3%) {52.6%}
14   O                                                                         (0 = 0.0%) {57.9%}
15   -O                                                                        (1 = 5.3%) {57.9%}
17   ... 
34   -O                                                                        (1 = 5.3%) {63.2%}
38   ... 
51   -O                                                                        (1 = 5.3%) {68.4%}
56   ... 
92   -O                                                                        (1 = 5.3%) {73.7%}
101  ... 
297  -O                                                                        (1 = 5.3%) {78.9%}
328  --O                                                                       (2 = 10.5%) {84.2%}
362  ... 
590  -O                                                                        (1 = 5.3%) {94.7%}
651  ... 

Histogram: Net.SSL_KeyExchange.ECDHE recorded 19 samples (flags = 0x41)
29     -----------------O                                                        (17 = 89.5%)
25497  --O                                                                       (2 = 10.5%)

Histogram: Net.SharedDictionaryStorageOnDisk.IsMetadataReadyOnFirstUse recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.SharedDictionaryStorageOnDisk.MetadataReadTime.Empty recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Net.SharedDictionaryStore.DeleteExpiredDictionaries.Error recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: Net.SharedDictionaryStore.GetDictionaries.Error recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Net.SharedDictionaryStore.ProcessEviction.Error recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Net.SpdyFrameStreamAndSessionFlowControlState recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: Net.SpdyHeadersCompressionPercentage recorded 7 samples, mean = 50.9 (flags = 0x41)
0   ... 
35  ----O                                                                     (4 = 57.1%) {0.0%}
36  ... 
41  -O                                                                        (1 = 14.3%) {57.1%}
42  ... 
81  -O                                                                        (1 = 14.3%) {71.4%}
82  ... 
94  -O                                                                        (1 = 14.3%) {85.7%}
95  ... 

Histogram: Net.SpdyResponseCode recorded 7 samples (flags = 0x41)
200  ---O                                                                      (3 = 42.9%)
204  -O                                                                        (1 = 14.3%)
304  --O                                                                       (2 = 28.6%)
400  -O                                                                        (1 = 14.3%)

Histogram: Net.SpdySession.AcceptChForOrigin recorded 7 samples, mean = 0.4 (flags = 0x41)
0  ----O                                                                     (4 = 57.1%)
1  ---O                                                                      (3 = 42.9%) {57.1%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.SpdySession.AlpsAcceptChEntries recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  ... 

Histogram: Net.SpdySession.AlpsDecoderStatus recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: Net.SpdySession.AlpsDecoderStatus.Bypassed recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: Net.SpdySession.AlpsSettingParameterCount recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: Net.SpdySession.ClosedOnError recorded 5 samples (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)

Histogram: Net.SpdySession.CreateStreamWithSocketConnected recorded 7 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -------O                                                                  (7 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.SpdySession.GoAwayReceived recorded 1 samples (flags = 0x41)
0  -O                                                                        (1 = 100.0%)

Histogram: Net.SpdySession.OnSettings.ActiveStreamCount2 recorded 5 samples, mean = 0.8 (flags = 0x41)
0  -O                                                                        (1 = 20.0%)
1  ----O                                                                     (4 = 80.0%) {20.0%}
2  ... 

Histogram: Net.SpdySession.OnSettings.CreatedAndActiveStreamCount2 recorded 5 samples, mean = 0.8 (flags = 0x41)
0  -O                                                                        (1 = 20.0%)
1  ----O                                                                     (4 = 80.0%) {20.0%}
2  ... 

Histogram: Net.SpdySession.OnSettings.CreatedStreamCount2 recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Net.SpdySession.OnSettings.PendingStreamCount2 recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Net.SpdySession.ServerSupportsWebSocket recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Net.SpdySessionGet recorded 7 samples, mean = 2.4 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 28.6%) {0.0%}
2  O                                                                         (0 = 0.0%) {28.6%}
3  -----O                                                                    (5 = 71.4%) {28.6%}
4  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.SpdyStreamsAbandonedPerSession recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Net.SpdyStreamsPerSession recorded 5 samples, mean = 1.4 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ---O                                                                      (3 = 60.0%) {0.0%}
2  --O                                                                       (2 = 40.0%) {60.0%}
3  ... 

Histogram: Net.TCP_Connection_Latency recorded 19 samples, mean = 5.2 (flags = 0x41)
0   ... 
3   ----O                                                                     (4 = 21.1%) {0.0%}
4   ---------O                                                                (9 = 47.4%) {21.1%}
5   -O                                                                        (1 = 5.3%) {68.4%}
6   -O                                                                        (1 = 5.3%) {73.7%}
7   --O                                                                       (2 = 10.5%) {78.9%}
8   -O                                                                        (1 = 5.3%) {89.5%}
9   ... 
16  -O                                                                        (1 = 5.3%) {94.7%}
18  ... 

Histogram: Net.TcpConnectAttempt.Latency.Success recorded 19 samples, mean = 5.1 (flags = 0x41)
0   ------------------O                                                       (18 = 94.7%)
10  ... 
15  -O                                                                        (1 = 5.3%) {94.7%}
18  ... 

Histogram: Net.UDPSocketWinClose recorded 574 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (574 = 100.0%)
1  ... 

Histogram: Net.URLLoaderThrottle.OnReceiveResponseTime recorded 46 samples, mean = 0.1 (flags = 0x41)
0  ---------------------------------------------O                            (45 = 97.8%)
1  ... 
4  -O                                                                        (1 = 2.2%) {97.8%}
5  ... 

Histogram: Net.URLLoaderThrottleExecutionTime.BeforeWillProcessResponse recorded 233 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (233 = 100.0%)
1  ... 

Histogram: Net.URLLoaderThrottleExecutionTime.WillProcessResponse recorded 233 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (233 = 100.0%)
1  ... 

Histogram: Net.URLLoaderThrottleExecutionTime.WillRedirectRequest recorded 16 samples, mean = 0.0 (flags = 0x41)
0  ----------------O                                                         (16 = 100.0%)
1  ... 

Histogram: Net.URLLoaderThrottleExecutionTime.WillStartRequest recorded 233 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (233 = 100.0%)
1  ... 

Histogram: Net.URLRequest.ReferrerHasInformativePath.CrossOrigin recorded 147 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (147 = 100.0%)
1  ... 

Histogram: Net.URLRequest.ReferrerHasInformativePath.SameOrigin recorded 9 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ---------O                                                                (9 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Net.URLRequest.ReferrerPolicyForRequest.CrossOrigin recorded 147 samples, mean = 2.5 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --------------------------O                                               (39 = 26.5%) {0.0%}
2  O                                                                         (0 = 0.0%) {26.5%}
3  ------------------------------------------------------------------------O (108 = 73.5%) {26.5%}
4  ... 

Histogram: Net.URLRequest.ReferrerPolicyForRequest.SameOrigin recorded 9 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ---------O                                                                (9 = 100.0%) {0.0%}
2  ... 

Histogram: Network.Mdns.Googlecast recorded 3 samples, mean = 0.0 (flags = 0x41)
0  ---O                                                                      (3 = 100.0%)
1  ... 

Histogram: NetworkService.DeletedOldCacheData recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: NetworkService.GrantSandboxResult recorded 3 samples, mean = 9.0 (flags = 0x41)
0   ... 
7   -O                                                                        (1 = 33.3%) {0.0%}
8   ... 
10  --O                                                                       (2 = 66.7%) {33.3%}
11  ... 

Histogram: NetworkService.NetworkLoaderCompletionTime2.DiskCache recorded 37 samples, mean = 59.0 (flags = 0x41)
0    O                                                                         (0 = 0.0%)
1    -O                                                                        (1 = 2.7%) {0.0%}
2    ... 
8    -O                                                                        (1 = 2.7%) {2.7%}
10   -O                                                                        (1 = 2.7%) {5.4%}
12   O                                                                         (0 = 0.0%) {8.1%}
14   -----O                                                                    (5 = 13.5%) {8.1%}
17   -O                                                                        (1 = 2.7%) {21.6%}
20   ---O                                                                      (3 = 8.1%) {24.3%}
24   ----O                                                                     (4 = 10.8%) {32.4%}
29   ---O                                                                      (3 = 8.1%) {43.2%}
34   ---O                                                                      (3 = 8.1%) {51.4%}
40   ---O                                                                      (3 = 8.1%) {59.5%}
48   --------O                                                                 (8 = 21.6%) {67.6%}
57   -O                                                                        (1 = 2.7%) {89.2%}
68   O                                                                         (0 = 0.0%) {91.9%}
81   -O                                                                        (1 = 2.7%) {91.9%}
96   ... 
318  -O                                                                        (1 = 2.7%) {94.6%}
378  ... 
633  -O                                                                        (1 = 2.7%) {97.3%}
752  ... 

Histogram: NetworkService.NetworkLoaderCompletionTime2.Network recorded 116 samples, mean = 55.6 (flags = 0x41)
0    ... 
20   --O                                                                       (2 = 1.7%) {0.0%}
24   --O                                                                       (2 = 1.7%) {1.7%}
29   --------------O                                                           (14 = 12.1%) {3.4%}
34   -------------------------------------------O                              (43 = 37.1%) {15.5%}
40   ------------------------O                                                 (24 = 20.7%) {52.6%}
48   ----------O                                                               (10 = 8.6%) {73.3%}
57   -------O                                                                  (7 = 6.0%) {81.9%}
68   ---O                                                                      (3 = 2.6%) {87.9%}
81   --O                                                                       (2 = 1.7%) {90.5%}
96   ---O                                                                      (3 = 2.6%) {92.2%}
114  --O                                                                       (2 = 1.7%) {94.8%}
135  --O                                                                       (2 = 1.7%) {96.6%}
160  ... 
378  -O                                                                        (1 = 0.9%) {98.3%}
449  ... 
633  -O                                                                        (1 = 0.9%) {99.1%}
752  ... 

Histogram: NetworkService.TimeToGrantCacheAccess recorded 1 samples, mean = 84.0 (flags = 0x41)
0   ... 
81  -O                                                                        (1 = 100.0%) {0.0%}
96  ... 

Histogram: NetworkService.TimeToGrantDataAccess recorded 2 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  --O                                                                       (2 = 100.0%) {0.0%}
4  ... 

Histogram: NetworkService.TimeToGrantSharedDictionaryAccess recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: NetworkedProfile.Check recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

Histogram: NewTabPage.MostVisited.DeciScore.0.Local recorded 1 samples, mean = 117.0 (flags = 0x41)
0    ... 
113  -O                                                                        (1 = 100.0%) {0.0%}
149  ... 

Histogram: NewTabPage.MostVisited.DeciScore.1.Local recorded 1 samples, mean = 117.0 (flags = 0x41)
0    ... 
113  -O                                                                        (1 = 100.0%) {0.0%}
149  ... 

Histogram: NewTabPage.MostVisited.DeciScore.2.Local recorded 1 samples, mean = 17.0 (flags = 0x41)
0   ... 
16  -O                                                                        (1 = 100.0%) {0.0%}
21  ... 

Histogram: Notifications.UsingSystemNotificationCenter recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Notifications.Windows.GetDisplayedStatus recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Notifications.Windows.GetSettingStatusStartup recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Notifications.Windows.HistoryStatus recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Notifications.Windows.SetReadyCallbackStatus2 recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: Notifications.Windows.StartMenuShortcutStatus recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  ... 

Histogram: OSCrypt.AppBoundEncryption.SupportLevel recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

Histogram: OSCrypt.AppBoundProvider.KeyRetrieval.Status recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: OSCrypt.AsyncInitialization.Result recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OSCrypt.AsyncInitialization.Time recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OSCrypt.DPAPIProvider.Status recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OSCrypt.Win.Decrypt.Result recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OSCrypt.Win.Decrypt.Time recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Omnibox.KeywordModeUsageByEngineType.ActiveOnStartup recorded 4 samples, mean = 3.5 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 25.0%) {0.0%}
3  -O                                                                        (1 = 25.0%) {25.0%}
4  -O                                                                        (1 = 25.0%) {50.0%}
5  -O                                                                        (1 = 25.0%) {75.0%}
6  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Omnibox.KeywordModeUsageByEngineType.InactiveOnStartup recorded 5 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -----O                                                                    (5 = 100.0%) {0.0%}
2  ... 

Histogram: Omnibox.TemplateUrl.RlzPresent recorded 277 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (277 = 100.0%)
1  ... 

Histogram: Omnibox.TemplateUrl.SearchClientPresent recorded 277 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (277 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ApplyDecision.AboutThisSite recorded 1 samples, mean = 8.0 (flags = 0x41)
0  ... 
8  -O                                                                        (1 = 100.0%) {0.0%}
9  ... 

Histogram: OptimizationGuide.ApplyDecision.HistoryClusters recorded 4 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  ----O                                                                     (4 = 100.0%) {0.0%}
4  ... 

Histogram: OptimizationGuide.ApplyDecision.PageEntities recorded 4 samples, mean = 8.0 (flags = 0x41)
0  ... 
8  ----O                                                                     (4 = 100.0%) {0.0%}
9  ... 

Histogram: OptimizationGuide.ApplyDecision.PriceInsights recorded 2 samples, mean = 10.0 (flags = 0x41)
0   ... 
8   -O                                                                        (1 = 50.0%) {0.0%}
9   ... 
12  -O                                                                        (1 = 50.0%) {50.0%}
13  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ApplyDecision.PriceTracking recorded 2 samples, mean = 10.0 (flags = 0x41)
0   ... 
8   -O                                                                        (1 = 50.0%) {0.0%}
9   ... 
12  -O                                                                        (1 = 50.0%) {50.0%}
13  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ApplyDecision.SalientImage recorded 4 samples, mean = 8.0 (flags = 0x41)
0  ... 
8  ----O                                                                     (4 = 100.0%) {0.0%}
9  ... 

Histogram: OptimizationGuide.ApplyDecision.V8CompileHints recorded 1 samples, mean = 8.0 (flags = 0x41)
0  ... 
8  -O                                                                        (1 = 100.0%) {0.0%}
9  ... 

Histogram: OptimizationGuide.HintCacheLevelDBStore.LoadMetadataResult recorded 1 samples, mean = 5.0 (flags = 0x41)
0  ... 
5  -O                                                                        (1 = 100.0%) {0.0%}
6  ... 

Histogram: OptimizationGuide.HintCacheLevelDBStore.Status recorded 3 samples, mean = 1.0 (flags = 0x41)
0  -O                                                                        (1 = 33.3%)
1  -O                                                                        (1 = 33.3%) {33.3%}
2  -O                                                                        (1 = 33.3%) {66.7%}
3  ... 

Histogram: OptimizationGuide.HintsManager.HintCacheInitialized recorded 1 samples, mean = 1.0 (flags = 0x40)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.LoadedHint.Result recorded 4 samples, mean = 0.0 (flags = 0x40)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecution.FeatureCurrentlyEnabledResult.Compose recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: OptimizationGuide.ModelExecution.FeatureCurrentlyEnabledResult.HistorySearch recorded 2 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  --O                                                                       (2 = 100.0%) {0.0%}
4  ... 

Histogram: OptimizationGuide.ModelExecution.FeatureCurrentlyEnabledResult.TabOrganization recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: OptimizationGuide.ModelExecution.FeatureCurrentlyEnabledResult.WallpaperSearch recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: OptimizationGuide.ModelExecution.FeatureEnabledAtStartup.Compose recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecution.FeatureEnabledAtStartup.HistorySearch recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecution.FeatureEnabledAtStartup.TabOrganization recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecution.FeatureEnabledAtStartup.WallpaperSearch recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecution.OnDeviceModelInstallCriteria.AtRegistration.All recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecution.OnDeviceModelInstallCriteria.AtRegistration.DeviceCapability recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecution.OnDeviceModelInstallCriteria.AtRegistration.DiskSpace recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ModelExecution.OnDeviceModelInstallCriteria.AtRegistration.EnabledByEnterprisePolicy recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ModelExecution.OnDeviceModelInstallCriteria.AtRegistration.EnabledByFeature recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecution.OnDeviceModelInstallCriteria.AtRegistration.FeatureUse recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecutor.ExecutionStatus.PageVisibility recorded 4 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  ----O                                                                     (4 = 100.0%) {0.0%}
4  ... 

Histogram: OptimizationGuide.ModelExecutor.ModelAvailableToLoad.PageVisibility recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecutor.TaskExecutionLatency.PageVisibility recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelExecutor.TaskSchedulingLatency.PageVisibility recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: OptimizationGuide.ModelHandler.HandlerCreated.GeolocationPermissions recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ModelHandler.HandlerCreated.NewTabPageHistoryClustersModuleRanking recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ModelHandler.HandlerCreated.NotificationPermissions recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ModelHandler.HandlerCreated.OmniboxUrlScoring recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ModelHandler.HandlerCreated.PageTopicsV2 recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: OptimizationGuide.ModelHandler.HandlerCreated.PageVisibility recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
