[44236:44240:0213/213217.974:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[44236:44700:0213/213218.021:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[44236:44240:0213/213218.044:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[44236:44240:0213/213220.701:WARNING:external_registry_loader_win.cc(232)] Error observing HKLM: 5
[20588:42848:0213/213221.687:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-2EA7CC29B99CA042DDF1DA871319619B will be ignored
[44236:44240:0213/213224.722:ERROR:device_event_log_impl.cc(196)] [21:32:24.719] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
0 ... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.FeatureEngagementTrackerEventStore recorded 0 samples (flags = 0x41)
0 ... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.GCMKeyStore recorded 1 samples, mean = 4104.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
270601... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.Metadata recorded 1 samples, mean = 4104.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
270601... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.PersistentOriginTrials recorded 0 samples (flags = 0x41)
0 ... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.PreviewsHintCacheStore recorded 0 samples (flags = 0x41)
0 ... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.SegmentInfoDatabase recorded 0 samples (flags = 0x41)
0 ... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.SharedProtoDB recorded 1 samples, mean = 32832.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
270601... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.SignalDatabase recorded 0 samples (flags = 0x41)
0 ... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.SignalStorageConfigDatabase recorded 0 samples (flags = 0x41)
0 ... 

Histogram: LevelDB.ApproximateMemTableMemoryUse.StrikeService recorded 0 samples (flags = 0x41)
0 ... 

Histogram: LevelDBEnv.DeleteTableBackupFile recorded 0 samples (flags = 0x41)
0 ... 

Histogram: LevelDBEnv.SyncResult recorded 23 samples, mean = 0.0 (flags = 0x41)
0  -----------------------O                                                  (23 = 100.0%)
1  ... 

Histogram: LevelDBWrapper.CommitDelay recorded 1 samples, mean = 5000.0 (flags = 0x41)
0     ... 
4516  -O                                                                        (1 = 100.0%) {0.0%}
6118  ... 

Histogram: LoadingPredictor.PreconnectCount recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: LoadingPredictor.PreconnectHitsPercentage recorded 1 samples, mean = 100.0 (flags = 0x41)
0    ... 
100  -O                                                                        (1 = 100.0%) {0.0%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: LoadingPredictor.PreconnectLearningCount.Navigation recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: LoadingPredictor.PreconnectLearningPrecision.Navigation recorded 1 samples, mean = 100.0 (flags = 0x41)
0    ... 
100  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: LoadingPredictor.PreconnectLearningRecall.Navigation recorded 1 samples, mean = 100.0 (flags = 0x41)
0    ... 
100  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: LoadingPredictor.PreconnectLearningRedirectStatus.Navigation recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  ... 

Histogram: LoadingPredictor.PredictorDatabaseFileSize recorded 1 samples, mean = 44.0 (flags = 0x41)
0   ... 
37  -O                                                                        (1 = 100.0%) {0.0%}
49  ... 

Histogram: LoadingPredictor.PreresolveCount recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: LoadingPredictor.PreresolveHitsPercentage recorded 1 samples, mean = 100.0 (flags = 0x41)
0    ... 
100  -O                                                                        (1 = 100.0%) {0.0%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: LocalStorage.MojoSizeInKB recorded 2 samples, mean = 1.0 (flags = 0x41)
0  -O                                                                        (1 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  -O                                                                        (1 = 50.0%) {50.0%}
3  ... 

Histogram: LocalStorage.MojoTimeToPrime recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: LocalStorage.MojoTimeToPrimeForUnder100KB recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: LocalStorage.RendererAreaCacheHit recorded 2 samples, mean = 1.0 (flags = 0x41)
0  -O                                                                        (1 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  -O                                                                        (1 = 50.0%) {50.0%}
3  O                                                                         (0 = 0.0%) {100.0%}

Histogram: LocalStorageContext.ShutDown.MaybeDroppedChanges recorded 1 samples, mean = 0.0 (flags = 0x40)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: MPArch.ChildProcessLaunchFirst recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

Histogram: MPArch.ChildProcessLaunchSubsequent recorded 7 samples, mean = 4.6 (flags = 0x41)
0   ... 
3   ------O                                                                   (6 = 85.7%) {0.0%}
4   ... 
14  -O                                                                        (1 = 14.3%) {85.7%}
17  ... 

Histogram: ManagedUsers.BlockedIframeCount recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Manifest.HasProperty.description recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Manifest.HasProperty.display recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Manifest.HasProperty.gcm_sender_id recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Manifest.HasProperty.icons recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Manifest.HasProperty.name recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Manifest.HasProperty.orientation recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Manifest.HasProperty.protocol_handlers recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Manifest.HasProperty.screenshots recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Manifest.HasProperty.share_target recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Manifest.HasProperty.short_name recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Manifest.HasProperty.start_url recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Manifest.ParseIdResult recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Media.GPU.VideoDecoderType recorded 1 samples, mean = 11.0 (flags = 0x41)
0   ... 
11  -O                                                                        (1 = 100.0%) {0.0%}
12  ... 

Histogram: Media.MediaHistory.DatabaseExists recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: MediaRouter.Cast.Discovery.ConnectedDevicesCount recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: MediaRouter.Cast.Discovery.KnownDevicesCount recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: MediaRouter.Dial.AvailableDevicesCount recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: MediaRouter.Dial.KnownDevicesCount recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Memory.Browser.PrivateMemoryFootprint recorded 7 samples, mean = 33556.0 (flags = 0x41)
0      ... 
8823   -O                                                                        (1 = 14.3%) {0.0%}
9742   O                                                                         (0 = 0.0%) {14.3%}
10757  -O                                                                        (1 = 14.3%) {14.3%}
11877  ... 
28971  -O                                                                        (1 = 14.3%) {28.6%}
31988  -O                                                                        (1 = 14.3%) {42.9%}
35320  ... 
47545  ---O                                                                      (3 = 42.9%) {57.1%}
52496  ... 

Histogram: Memory.Browser.ResidentSet recorded 7 samples, mean = 11328.4 (flags = 0x41)
0      ... 
3617   -O                                                                        (1 = 14.3%) {0.0%}
3994   ... 
5376   ---O                                                                      (3 = 42.9%) {14.3%}
5936   ... 
13114  -O                                                                        (1 = 14.3%) {57.1%}
14480  ... 
21522  --O                                                                       (2 = 28.6%) {71.4%}
23763  ... 

Histogram: Memory.Browser.SharedMemoryFootprint recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Discardable.FreelistSize.Foreground recorded 11 samples, mean = 0.0 (flags = 0x41)
0  -----------O                                                              (11 = 100.0%)
1  ... 

Histogram: Memory.Discardable.LargeAllocationFromFreelist recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Memory.Discardable.Size.Foreground recorded 11 samples, mean = 0.0 (flags = 0x41)
0  -----------O                                                              (11 = 100.0%)
1  ... 

Histogram: Memory.Discardable.VirtualSize.Foreground recorded 11 samples, mean = 0.0 (flags = 0x41)
0  -----------O                                                              (11 = 100.0%)
1  ... 

Histogram: Memory.DiscardableAllocationSize recorded 1 samples, mean = 4309.0 (flags = 0x41)
0     ... 
3542  -O                                                                        (1 = 100.0%) {0.0%}
4818  ... 

Histogram: Memory.Experimental.AvailableMemoryMB recorded 139 samples, mean = 18874.5 (flags = 0x41)
0      ... 
5936   ---O                                                                      (3 = 2.2%) {0.0%}
6554   -------O                                                                  (7 = 5.0%) {2.2%}
7237   -----O                                                                    (5 = 3.6%) {7.2%}
7991   ---O                                                                      (3 = 2.2%) {10.8%}
8823   ----O                                                                     (4 = 2.9%) {12.9%}
9742   ----O                                                                     (4 = 2.9%) {15.8%}
10757  ---O                                                                      (3 = 2.2%) {18.7%}
11877  -------O                                                                  (7 = 5.0%) {20.9%}
13114  ---O                                                                      (3 = 2.2%) {25.9%}
14480  -------O                                                                  (7 = 5.0%) {28.1%}
15988  --------------O                                                           (14 = 10.1%) {33.1%}
17653  ----------------------O                                                   (22 = 15.8%) {43.2%}
19492  ---------------------------O                                              (27 = 19.4%) {59.0%}
21522  ---------O                                                                (9 = 6.5%) {78.4%}
23763  O                                                                         (0 = 0.0%) {84.9%}
26238  -O                                                                        (1 = 0.7%) {84.9%}
28971  O                                                                         (0 = 0.0%) {85.6%}
31988  ------O                                                                   (6 = 4.3%) {85.6%}
35320  --------------O                                                           (14 = 10.1%) {89.9%}
38998  ... 

Histogram: Memory.Experimental.AvailableMemoryPercent recorded 139 samples, mean = 29.4 (flags = 0x41)
0   ... 
9   -O                                                                        (1 = 0.7%) {0.0%}
10  -----O                                                                    (5 = 3.6%) {0.7%}
11  ------O                                                                   (6 = 4.3%) {4.3%}
12  -----O                                                                    (5 = 3.6%) {8.6%}
13  -O                                                                        (1 = 0.7%) {12.2%}
14  ---O                                                                      (3 = 2.2%) {12.9%}
15  --O                                                                       (2 = 1.4%) {15.1%}
16  --O                                                                       (2 = 1.4%) {16.5%}
17  ---O                                                                      (3 = 2.2%) {18.0%}
18  -O                                                                        (1 = 0.7%) {20.1%}
19  --O                                                                       (2 = 1.4%) {20.9%}
20  -------O                                                                  (7 = 5.0%) {22.3%}
21  -O                                                                        (1 = 0.7%) {27.3%}
22  O                                                                         (0 = 0.0%) {28.1%}
23  -----O                                                                    (5 = 3.6%) {28.1%}
24  --O                                                                       (2 = 1.4%) {31.7%}
25  ---O                                                                      (3 = 2.2%) {33.1%}
26  ------O                                                                   (6 = 4.3%) {35.3%}
27  -----O                                                                    (5 = 3.6%) {39.6%}
28  ---O                                                                      (3 = 2.2%) {43.2%}
29  ------O                                                                   (6 = 4.3%) {45.3%}
30  --------------O                                                           (14 = 10.1%) {49.6%}
31  -------------O                                                            (13 = 9.4%) {59.7%}
32  ------O                                                                   (6 = 4.3%) {69.1%}
33  -------O                                                                  (7 = 5.0%) {73.4%}
34  -----O                                                                    (5 = 3.6%) {78.4%}
35  ----O                                                                     (4 = 2.9%) {82.0%}
36  ... 
42  -O                                                                        (1 = 0.7%) {84.9%}
43  ... 
54  -O                                                                        (1 = 0.7%) {85.6%}
55  -----O                                                                    (5 = 3.6%) {86.3%}
56  ----O                                                                     (4 = 2.9%) {89.9%}
57  -----O                                                                    (5 = 3.6%) {92.8%}
58  -O                                                                        (1 = 0.7%) {96.4%}
59  --O                                                                       (2 = 1.4%) {97.1%}
60  -O                                                                        (1 = 0.7%) {98.6%}
61  -O                                                                        (1 = 0.7%) {99.3%}
62  ... 

Histogram: Memory.Experimental.Browser2.Discardable recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.Extensions.ValueStore recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.Malloc recorded 7 samples, mean = 16.3 (flags = 0x41)
0   ... 
15  ------O                                                                   (6 = 85.7%) {0.0%}
17  -O                                                                        (1 = 14.3%) {85.7%}
19  ... 

Histogram: Memory.Experimental.Browser2.Malloc.AllocatedObjects recorded 7 samples, mean = 13.3 (flags = 0x41)
0   ... 
13  ------O                                                                   (6 = 85.7%) {0.0%}
14  O                                                                         (0 = 0.0%) {85.7%}
15  -O                                                                        (1 = 14.3%) {85.7%}
17  ... 

Histogram: Memory.Experimental.Browser2.Malloc.CommittedSize recorded 7 samples, mean = 15.3 (flags = 0x41)
0   ... 
15  ------O                                                                   (6 = 85.7%) {0.0%}
17  -O                                                                        (1 = 14.3%) {85.7%}
19  ... 

Histogram: Memory.Experimental.Browser2.Malloc.Fragmentation recorded 7 samples, mean = 15.4 (flags = 0x41)
0   ... 
13  -O                                                                        (1 = 14.3%) {0.0%}
14  O                                                                         (0 = 0.0%) {14.3%}
15  -O                                                                        (1 = 14.3%) {14.3%}
16  -----O                                                                    (5 = 71.4%) {28.6%}
17  ... 

Histogram: Memory.Experimental.Browser2.Malloc.Fragmentation.After1H recorded 5 samples, mean = 15.2 (flags = 0x41)
0   ... 
13  -O                                                                        (1 = 20.0%) {0.0%}
14  O                                                                         (0 = 0.0%) {20.0%}
15  -O                                                                        (1 = 20.0%) {20.0%}
16  ---O                                                                      (3 = 60.0%) {40.0%}
17  ... 

Histogram: Memory.Experimental.Browser2.Malloc.MaxAllocatedSize recorded 7 samples, mean = 15.9 (flags = 0x41)
0   ... 
15  -------O                                                                  (7 = 100.0%) {0.0%}
17  ... 

Histogram: Memory.Experimental.Browser2.Malloc.MaxCommittedSize recorded 7 samples, mean = 17.9 (flags = 0x41)
0   ... 
17  -------O                                                                  (7 = 100.0%) {0.0%}
19  ... 

Histogram: Memory.Experimental.Browser2.Malloc.Wasted recorded 7 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -------O                                                                  (7 = 100.0%) {0.0%}
3  ... 

Histogram: Memory.Experimental.Browser2.Malloc.Wasted.After1H recorded 5 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -----O                                                                    (5 = 100.0%) {0.0%}
3  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.BRPPoolLargestAvailableReservation recorded 7 samples, mean = 16357.4 (flags = 0x41)
0      ... 
15988  -------O                                                                  (7 = 100.0%) {0.0%}
17653  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.BRPPoolLargestAvailableReservation.After1H recorded 5 samples, mean = 16357.2 (flags = 0x41)
0      ... 
15988  -----O                                                                    (5 = 100.0%) {0.0%}
17653  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.BRPPoolUsage recorded 7 samples, mean = 26.6 (flags = 0x41)
0   ... 
25  ------O                                                                   (6 = 85.7%) {0.0%}
28  -O                                                                        (1 = 14.3%) {85.7%}
31  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.BRPPoolUsage.After1H recorded 5 samples, mean = 26.8 (flags = 0x41)
0   ... 
25  ----O                                                                     (4 = 80.0%) {0.0%}
28  -O                                                                        (1 = 20.0%) {80.0%}
31  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.ConfigurablePoolLargestAvailableReservation recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.ConfigurablePoolLargestAvailableReservation.After1H recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.ConfigurablePoolUsage recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.ConfigurablePoolUsage.After1H recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.RegularPoolLargestAvailableReservation recorded 7 samples, mean = 16380.0 (flags = 0x41)
0      ... 
15988  -------O                                                                  (7 = 100.0%) {0.0%}
17653  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.RegularPoolLargestAvailableReservation.After1H recorded 5 samples, mean = 16380.0 (flags = 0x41)
0      ... 
15988  -----O                                                                    (5 = 100.0%) {0.0%}
17653  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.RegularPoolUsage recorded 7 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -------O                                                                  (7 = 100.0%) {0.0%}
5  ... 

Histogram: Memory.Experimental.Browser2.PartitionAlloc.AddressSpace.RegularPoolUsage.After1H recorded 5 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -----O                                                                    (5 = 100.0%) {0.0%}
5  ... 

Histogram: Memory.Experimental.Browser2.SiteStorage recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.SiteStorage.BlobStorage recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.Skia recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.Skia.SkGlyphCache recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.Skia.SkResourceCache recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Browser2.Small.DownloadService recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
10 ... 

Histogram: Memory.Experimental.Browser2.Small.GpuMappedMemory recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
10 ... 

Histogram: Memory.Experimental.Browser2.Small.LevelDatabase recorded 7 samples, mean = 52.0 (flags = 0x41)
0   ... 
50  -------O                                                                  (7 = 100.0%) {0.0%}
56  ... 

Histogram: Memory.Experimental.Browser2.Small.Malloc.BRPQuarantined recorded 7 samples, mean = 1.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
10 ... 

Histogram: Memory.Experimental.Browser2.Small.Malloc.BRPQuarantinedBytesPerMinute recorded 7 samples, mean = 59.9 (flags = 0x41)
0    -O                                                                        (1 = 14.3%)
10   ... 
15   --O                                                                       (2 = 28.6%) {14.3%}
17   -O                                                                        (1 = 14.3%) {42.9%}
19   -O                                                                        (1 = 14.3%) {57.1%}
21   ... 
135  -O                                                                        (1 = 14.3%) {71.4%}
151  ... 
189  -O                                                                        (1 = 14.3%) {85.7%}
211  ... 

Histogram: Memory.Experimental.Browser2.Small.Malloc.ThreadCache recorded 7 samples, mean = 195.1 (flags = 0x41)
0    ... 
169  ---O                                                                      (3 = 42.9%) {0.0%}
189  ---O                                                                      (3 = 42.9%) {42.9%}
211  -O                                                                        (1 = 14.3%) {85.7%}
236  ... 

Histogram: Memory.Experimental.Browser2.Small.Sqlite recorded 7 samples, mean = 905.0 (flags = 0x41)
0    ... 
894  -------O                                                                  (7 = 100.0%) {0.0%}
999  ... 

Histogram: Memory.Experimental.Browser2.Small.TileMemory recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
10 ... 

Histogram: Memory.Experimental.Browser2.Tiny.Malloc.AllocatedObjects.ObjectCount recorded 7 samples, mean = 134349.0 (flags = 0x41)
0       ... 
130679  -------O                                                                  (7 = 100.0%) {0.0%}
147633  ... 

Histogram: Memory.Experimental.Browser2.Tiny.Malloc.BRPQuarantinedCount recorded 7 samples, mean = 21.0 (flags = 0x41)
0   ... 
20  -------O                                                                  (7 = 100.0%) {0.0%}
23  ... 

Histogram: Memory.Experimental.Browser2.Tiny.Malloc.BRPQuarantinedCountPerMinute recorded 7 samples, mean = 85.1 (flags = 0x41)
0    ... 
29   ----O                                                                     (4 = 57.1%) {0.0%}
33   -O                                                                        (1 = 14.3%) {57.1%}
37   ... 
53   -O                                                                        (1 = 14.3%) {71.4%}
60   ... 
374  -O                                                                        (1 = 14.3%) {85.7%}
423  ... 

Histogram: Memory.Experimental.Browser2.Tiny.Malloc.SyscallsPerMinute recorded 7 samples, mean = 252.0 (flags = 0x41)
0    ... 
180  --O                                                                       (2 = 28.6%) {0.0%}
203  ---O                                                                      (3 = 42.9%) {28.6%}
229  -O                                                                        (1 = 14.3%) {71.4%}
259  ... 
478  -O                                                                        (1 = 14.3%) {85.7%}
540  ... 

Histogram: Memory.Experimental.Gpu2.Custom.ServiceDiscardableManager recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Gpu2.Custom.ServiceTransferCache recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Gpu2.Discardable recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Gpu2.GpuMemory recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Gpu2.Malloc recorded 7 samples, mean = 2.3 (flags = 0x41)
0  ... 
2  ------O                                                                   (6 = 85.7%) {0.0%}
3  O                                                                         (0 = 0.0%) {85.7%}
4  -O                                                                        (1 = 14.3%) {85.7%}
5  ... 

Histogram: Memory.Experimental.Gpu2.Malloc.AllocatedObjects recorded 7 samples, mean = 1.3 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------O                                                                   (6 = 85.7%) {0.0%}
2  O                                                                         (0 = 0.0%) {85.7%}
3  -O                                                                        (1 = 14.3%) {85.7%}
4  ... 

Histogram: Memory.Experimental.Gpu2.Malloc.CommittedSize recorded 7 samples, mean = 1.3 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------O                                                                   (6 = 85.7%) {0.0%}
2  O                                                                         (0 = 0.0%) {85.7%}
3  -O                                                                        (1 = 14.3%) {85.7%}
4  ... 

Histogram: Memory.Experimental.Gpu2.Malloc.Fragmentation recorded 7 samples, mean = 13.7 (flags = 0x41)
0   ... 
7   -O                                                                        (1 = 14.3%) {0.0%}
8   ... 
14  -O                                                                        (1 = 14.3%) {14.3%}
15  -----O                                                                    (5 = 71.4%) {28.6%}
16  ... 

Histogram: Memory.Experimental.Gpu2.Malloc.Fragmentation.After1H recorded 5 samples, mean = 13.4 (flags = 0x41)
0   ... 
7   -O                                                                        (1 = 20.0%) {0.0%}
8   ... 
15  ----O                                                                     (4 = 80.0%) {20.0%}
16  ... 

Histogram: Memory.Experimental.Gpu2.Malloc.MaxAllocatedSize recorded 7 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -------O                                                                  (7 = 100.0%) {0.0%}
4  ... 

Histogram: Memory.Experimental.Gpu2.Malloc.MaxCommittedSize recorded 7 samples, mean = 3.3 (flags = 0x41)
0  ... 
3  -----O                                                                    (5 = 71.4%) {0.0%}
4  --O                                                                       (2 = 28.6%) {71.4%}
5  ... 

Histogram: Memory.Experimental.Gpu2.Malloc.Wasted recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Gpu2.Malloc.Wasted.After1H recorded 5 samples, mean = 0.0 (flags = 0x41)
0  -----O                                                                    (5 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Gpu2.PartitionAlloc recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: Memory.Experimental.Gpu2.PartitionAlloc.AddressSpace.BRPPoolLargestAvailableReservation recorded 7 samples, mean = 16379.4 (flags = 0x41)
0      ... 
15988  -------O                                                                  (7 = 100.0%) {0.0%}
17653  ... 

Histogram: Memory.Experimental.Gpu2.PartitionAlloc.AddressSpace.BRPPoolLargestAvailableReservation.After1H recorded 5 samples, mean = 16379.2 (flags = 0x41)
0      ... 
15988  -----O                                                                    (5 = 100.0%) {0.0%}
17653  ... 

Histogram: Memory.Experimental.Gpu2.PartitionAlloc.AddressSpace.BRPPoolUsage recorded 7 samples, mean = 4.6 (flags = 0x41)
0  ... 
